species,id,biomass,biomass_dry,tl,C,N,P,location,source,Species,Family,max_size
Dascyllus_aruanus,DA_AR_MO_03_16_014/015/016,3.36666666666667,0.9874,5.4431,34.87,8.7,5.35964908,Moorea,nectar_Parravicini,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,DA_AR_MO_03_16_017/018/019,3.36666666666667,0.973033333333333,5.2816,31.67,8.13,6.789251128,Moorea,nectar_Parravicini,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,DA_AR_MO_03_16_020/021/022,2.9,0.7896,4.87726666666667,31.25,7.64,5.941718406,Moorea,nectar_Parravicini,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,DA_AR_MO_03_16_023/024/025/026/027,0.8,0.28416,3.3602,39.28,9.36,5.424015319,Moorea,nectar_Parravicini,Dascyllus aruanus,Pomacentridae,10
Epibulus_insidiator,EP_IN_MO_03_16_001,187.7,60.9,21.9548,35.14,9.31,5.737629218,Moorea,nectar_Parravicini,Epibulus insidiator,Labridae,54
Epibulus_insidiator,EP_IN_MO_03_16_002,230.3,70.9,25.9527,32.99,8.56,6.047843498,Moorea,nectar_Parravicini,Epibulus insidiator,Labridae,54
Epibulus_insidiator,EP_IN_MO_03_16_003,128.2,39.1,21.5213,33.84,9.14,6.170762573,Moorea,nectar_Parravicini,Epibulus insidiator,Labridae,54
Epibulus_insidiator,EP_IN_MO_03_16_004,133.6,40.3,20.4111,34.03,8.83,6.365980996,Moorea,nectar_Parravicini,Epibulus insidiator,Labridae,54
Epibulus_insidiator,EP_IN_MO_03_16_005,114.4,35,18.9088,34.89,8.15,5.43974146,Moorea,nectar_Parravicini,Epibulus insidiator,Labridae,54
Epibulus_insidiator,EP_IN_MO_03_16_006,56.3,17,15.6597,36.11,10.11,6.148302056,Moorea,nectar_Parravicini,Epibulus insidiator,Labridae,54
Epinephelus_merra,EP_ME_MO_03_16_001,172.6,47.415,24.2292,30.12,9.01,5.125589783,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_002,134,39.43,21.3249,38.8,10.51,3.672077105,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_003,177.7,34.1936,20.3415,32.88,9.26,4.076379176,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_004,85.4,23.7381,18.1678,40.78,8.73,3.2372775,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_005,77,22.1872,17.0706,31.43,8.96,3.850437671,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_006,69,18.7932,17.0017,33.77,9.48,4.206948463,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_007,56,14.9841,15.3821,38.11,10.83,3.775780729,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_008,52.8,14.9416,15.5396,29.94,8.63,3.690688808,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_009,40.4,11.485,14.8634,36.72,10.01,3.83565741,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_010,38.4,11.7119,13.4966,38.3,10.12,4.07220423,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_011,31.3,9.7056,12.6516,32.12,7.93,3.495374218,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_012,26.9,7.8974,12.5265,37.49,9.26,3.850917321,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_013,35.8,11.238,13.7693,39.85,10.74,3.850244084,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_014,35.6,9.1525,13.4756,34.71,9.83,4.146710069,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_015,25.4,5.8814,11.9958,32.75,9.55,4.267825941,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_016,25.4,7.3995,11.9466,35.76,9.87,4.081662995,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_017,23.6,7.8034,12.0797,40.83,10.97,4.338863478,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_018,17.6,5.0671,10.8138,39.94,11.36,3.467737113,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_019,24.7,6.5687,12.5685,34.88,10.5,4.570060456,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Epinephelus_merra,EP_ME_MO_03_16_020,27.7,8.2692,12.7511,39.52,11.63,4.587480434,Moorea,nectar_Parravicini,Epinephelus merra,Serranidae,31
Fistularia_commersonii,FI_CO_MO_03_16_001/002/003/004/005,2.3,0.45458,24.27244,38.36,11.25,4.905756811,Moorea,nectar_Parravicini,Fistularia commersonii,Fistulariidae,160
Fistularia_commersonii,FI_CO_MO_03_16_006/007/008/009/010,1.48,0.3075,22.15758,40.84,11.81,4.547038985,Moorea,nectar_Parravicini,Fistularia commersonii,Fistulariidae,160
Gomphosus_varius,GO_VA_MO_03_16_001,41.9,12.7,16.7068,34.26,9.26,3.537259733,Moorea,nectar_Parravicini,Gomphosus varius,Labridae,30
Halichoeres_trimaculatus,HA_TR_MO_03_16_001,26,6.6316,12.2656,37.51,12.33,2.103105554,Moorea,nectar_Parravicini,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,HA_TR_MO_03_16_002,12.1,2.9058,10.1025,40.11,13.34,3.612100687,Moorea,nectar_Parravicini,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,HA_TR_MO_03_16_003/4/5,3.96666666666667,0.932066666666667,7.03576666666667,40.65,13.51,3.617823107,Moorea,nectar_Parravicini,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,HA_TR_MO_03_16_006/7/8/9,2.4,0.6094,5.7937,41.31,13.56,4.567107414,Moorea,nectar_Parravicini,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,HA_TR_MO_03_16_010/11/12/13/14,1.26,0.34198,4.68048,39.79,12.87,3.5658606,Moorea,nectar_Parravicini,Halichoeres trimaculatus,Labridae,27
Lutjanus_fulvus,LU_FU_MO_03_16_007,326.7,111.7,28.4014,38.95,9.21,4.730011974,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_MO_03_16_008,102.2,35.4,19.4795,47.07,8.61,3.687484452,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_MO_03_16_009,173.6,56.9,22.7596,39.65,8.5,3.787500459,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_MO_03_16_010,136,51.3,22.0079,45.44,8.96,2.648712637,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_MO_03_16_011,172.7,69.8,23.2242,42.4,7.96,4.274046497,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_MO_03_16_012,131.9,40.4,20.9836,37.32,9.12,4.49889577,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_TA_03_16_001,327.4,95.5,28.8888,41.02,10.27,3.30318649,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_TA_03_16_002,241.1,73.9,25.8492,39.6,8.72,3.96201491,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_TA_03_16_003,234.5,88.3,25.4728,40.69,10.33,4.502793997,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_TA_03_16_004,241.9,58.1,28.7425,39.49,8.58,3.500230118,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_TA_03_16_005,165.6,45.3,23.2346,43.92,10.79,3.4208201,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,LU_FU_TA_03_16_006,313.1,116,28.4039,45.98,8.44,3.122489241,Moorea,nectar_Parravicini,Lutjanus fulvus,Lutjanidae,40
Melichthys_vidua,ME_VI_MO_03_16_001,205,62.8,20.4293,37.76,10.58,3.71221569,Moorea,nectar_Parravicini,Melichthys vidua,Balistidae,40
Melichthys_vidua,ME_VI_MO_03_16_002,151.9,52,18.0357,38.89,10.67,4.06763468,Moorea,nectar_Parravicini,Melichthys vidua,Balistidae,40
Melichthys_vidua,ME_VI_MO_03_16_003,179.6,62.5,19.6578,32.3,8.37,3.778074401,Moorea,nectar_Parravicini,Melichthys vidua,Balistidae,40
Monotaxis_grandoculis,MO_GR_MO_03_16_002,339.7,93.2,31.032,38.42,11.28,4.917549459,Moorea,nectar_Parravicini,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,MO_GR_MO_03_16_003,280.9,71.3,28.5051,33.81,9.71,5.012091322,Moorea,nectar_Parravicini,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,MO_GR_MO_03_16_004,115.4,23,19.9873,33.57,9.52,4.287533223,Moorea,nectar_Parravicini,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,MO_GR_TA_03_16_001,985.5,248.5,40.1193,34.44,10.27,4.711380307,Moorea,nectar_Parravicini,Monotaxis grandoculis,Lethrinidae,60
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_001,12,3.1771,11.9266,44.81,14.09,4.118937326,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_001B,228.3,65.5,29.9286,36.79,11.15,3.884194658,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_002,12.6,3.4758,12.428,42.87,11.9,4.756944161,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_002B,182.5,56.2,27.15,36.14,9.92,3.3263858,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_003,10.4,2.9084,11.1201,43.86,12.76,3.751369183,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_004,9.4,2.4043,11.1135,40.96,11.04,4.156054927,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_004B,258.7,72.3,30.1421,39.52,11.97,3.543046853,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_005,8.3,2.2264,9.5701,44.55,12.57,3.666440247,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_005B,191.1,57.5,27.0413,39.53,10.37,3.756551797,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_006,8.6,2.2048,9.9492,45.16,13.44,3.6483629,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_006B,202.7,57.8,27.7907,31.79,9.65,1.726588958,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_007/008,6.85,1.86665,9.64175,43.55,13.01,4.000014594,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_007B,169.8,48.2,26.0813,38.34,11.4,4.153679801,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_009,201,58,31.1136,35.95,10.82,8.118108018,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_009B,168.9,43.9,27.8934,30.14,8.99,4.327283092,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_010B,165.6,48.7,26.8299,37.02,11.16,3.776742215,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_011B,147,45.3,25.6599,38.92,10.16,3.088982416,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_012B,143.8,42.3,25.7143,40.61,11.13,3.7929002,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_013B,153,43.7,25.7481,34.5,9.62,4.097339835,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_014B,138.3,37.8,25.7212,35.5,10.58,4.467178605,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_flavolineatus,MU_FL_MO_03_16_015B,141,44.7,25.7077,37.74,10.28,5.298506645,Moorea,nectar_Parravicini,Mulloidichthys flavolineatus,Mullidae,43
Mulloidichthys_vanicolensis,MU_VA_MO_03_16_003,197.6,61.4,25.9814,34.76,9.02,3.544413244,Moorea,nectar_Parravicini,Mulloidichthys vanicolensis,Mullidae,38
Mulloidichthys_vanicolensis,MU_VA_MO_03_16_008,192.6,56.5,26.8145,39.07,11.19,2.942768721,Moorea,nectar_Parravicini,Mulloidichthys vanicolensis,Mullidae,38
Myripristis_berndti,MY_BE_MO_03_16_001,210,54.7,22.83,37.89,8.03,3.620267687,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_002,173.8,49.6,22.7284,42.93,11.55,3.298504615,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_003,177,72.5,21.0692,51.37,6.87,2.28719723,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_004,154.2,69.3,21.2798,55.5,6.73,2.022234596,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_005,90.3,26.9,17.2198,43.65,11.7,1.735459501,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_006,78,24.3,17.1635,40.39,10.25,3.559474503,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_007,82.5,24.6,17.4897,39.15,11.22,2.472270774,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_008,75,24.1,17.2671,39.07,10.74,2.697730299,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_009,60.9,20.5,15.7483,37.36,9.13,2.956153423,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_010,53.2,17.3,15.4092,41.73,11.92,3.331111301,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_011,53.6,17,14.9816,35.31,8.45,2.693092663,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_012,49.5,12.1,14.6719,37.7,11.06,2.856580706,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_013,210.3,103.6,22.637,57.92,5.96,1.263030473,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_014,174.4,74.2,22.0856,52.12,6.69,1.842884869,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Myripristis_berndti,MY_BE_MO_03_16_015,203.6,89.3,22.7692,54.08,5.97,2.029784615,Moorea,nectar_Parravicini,Myripristis berndti,Holocentridae,30
Naso_lituratus,NA_LI_MO_03_16_001,229.5,78.6,32.3235,33.4,7.36,4.813330183,Moorea,nectar_Parravicini,Naso lituratus,Acanthuridae,46
Naso_lituratus,NA_LI_MO_03_16_002,279.1,99.3,30.3812,39.02,6.62,2.154379927,Moorea,nectar_Parravicini,Naso lituratus,Acanthuridae,46
Naso_lituratus,NA_LI_MO_03_16_003,216.6,73.3,28.2408,34.53,7.13,0.900660418,Moorea,nectar_Parravicini,Naso lituratus,Acanthuridae,46
Naso_lituratus,NA_LI_MO_03_16_004,175.6,54.4,23.2531,32.73,7.87,4.075561325,Moorea,nectar_Parravicini,Naso lituratus,Acanthuridae,46
Naso_lituratus,NA_LI_MO_03_16_005,208.1,83.9,24.31,52.03,6.99,2.696120133,Moorea,nectar_Parravicini,Naso lituratus,Acanthuridae,46
Naso_lituratus,NA_LI_MO_03_16_006,153.9,43.7,22.8038,36.31,8.74,3.228314958,Moorea,nectar_Parravicini,Naso lituratus,Acanthuridae,46
Odonus_niger,OD_NI_MO_03_16_001,179,48.3,26.2057,35.63,11.29,3.952468779,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_002,91,25.3,20.3825,30.35,9.6,5.263903416,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_003,108,30.9,21.9141,27.86,8.26,4.89717124,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_004,119,35.4,19.8592,36.88,10.63,4.097780701,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_005,196,52.6,29.3074,28.68,8.95,4.385442446,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_006,186,50.9,29.0242,31.99,9.97,4.405656118,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_007,170,50,26.8171,31.89,9.76,4.325386333,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_008,182,50.6,28.9603,33.6,10.46,4.514144718,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_009,103,30.4,21.4658,34.25,9.98,4.107444,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_010,103,29.9,20.9178,29.23,9.05,3.920459798,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_011,170,48.5,24.9711,31.84,9.74,3.50186384,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_012,157,46.5,25.9225,22.28,6.89,4.6305056,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_013,66,17.7,18.196,36.15,11.48,3.946832185,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Odonus_niger,OD_NI_MO_03_16_014,67,18.4,17.5686,34.39,10.8,4.55111941,Moorea,nectar_Parravicini,Odonus niger,Balistidae,50
Ostracion_meleagris,OS_ME_MO_03_16_001/002,8.15,2.3312,8.3327,32.54,9.63,4.295425141,Moorea,nectar_Parravicini,Ostracion meleagris,Ostraciidae,25
Paracirrhites_arcatus,PA_AR_MO_03_16_001/002,4.45,1.2849,5.435,30.94,8.63,4.574616338,Moorea,nectar_Parravicini,Paracirrhites arcatus,Cirrhitidae,20
Parupeneus_barberinus,PA_BA_MO_03_16_001,39.6,10.6,15.708,40.95,12.35,3.030189097,Moorea,nectar_Parravicini,Parupeneus barberinus,Mullidae,60
Parupeneus_barberinus,PA_BA_MO_03_16_002,29.2,7.6,14.5383,42.29,12.99,2.618581523,Moorea,nectar_Parravicini,Parupeneus barberinus,Mullidae,60
Parupeneus_barberinus,PA_BA_MO_03_16_003,15.1,4.8,11.8027,39.97,11.99,2.682436784,Moorea,nectar_Parravicini,Parupeneus barberinus,Mullidae,60
Parupeneus_barberinus,PA_BA_MO_03_16_004,12.7,4,11.4611,35.55,10.86,3.278410502,Moorea,nectar_Parravicini,Parupeneus barberinus,Mullidae,60
Parupeneus_barberinus,PA_BA_MO_03_16_005,11,3.3,9.8316,36.26,10.87,2.649582943,Moorea,nectar_Parravicini,Parupeneus barberinus,Mullidae,60
Parupeneus_barberinus,PA_BA_MO_03_16_006/007/009,2.96666666666667,1.43333333333333,6.31656666666667,41.66,12.57,2.277383588,Moorea,nectar_Parravicini,Parupeneus barberinus,Mullidae,60
Parupeneus_multifasciatus,PA_MU_MO_03_16_001,194.2,54,25.8442,38.82,11.08,3.878840537,Moorea,nectar_Parravicini,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,PA_MU_MO_03_16_002,107.6,33.3,20.2431,38.32,9.73,3.816932755,Moorea,nectar_Parravicini,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,PA_MU_MO_03_16_003/004/005,2.6,1.23333333333333,6.80173333333333,39.66,10.12,3.084561405,Moorea,nectar_Parravicini,Parupeneus multifasciatus,Mullidae,35
Pempheris_oualensis,PE_OU_SC_03_16_001,114.9,29.9818,21.3821,41.46,11.01,3.138651919,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_002,102.5,26.3825,20.9753,37.8,11.92,3.273246097,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_003,112.7,28.0569,21.1684,37.07,11.81,3.249838557,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_004,94.6,24.9187,20.0012,38.03,8.97,3.108185565,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_005,97.4,24.647,19.998,41.1,12.99,3.721280796,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_006,88.6,23.1898,19.5619,34.33,9.76,3.814128793,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_007,102.4,27.2373,20.0876,37.22,10.82,3.337449917,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_008,78.8,21.1692,19.254,34.99,10.11,3.706042123,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_009,85.2,22.8007,19.574,40.44,12.18,3.347591,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Pempheris_oualensis,PE_OU_SC_03_16_010,63.3,15.8466,17.799,39.85,12.52,2.282180198,Moorea,nectar_Parravicini,Pempheris oualensis,Pempheridae,20
Rhinecanthus_aculeatus,RH_AC_MO_03_16_001,120.3,39.1605,18.2306,34.93,10.09,4.235921513,Moorea,nectar_Parravicini,Rhinecanthus aculeatus,Balistidae,30
Rhinecanthus_aculeatus,RH_AC_MO_03_16_002,101.5,30.5466,16.689,32.5,9.71,4.335758047,Moorea,nectar_Parravicini,Rhinecanthus aculeatus,Balistidae,30
Rhinecanthus_aculeatus,RH_AC_MO_03_16_003,98.7,33.1766,16.971,34.06,9.46,3.971026252,Moorea,nectar_Parravicini,Rhinecanthus aculeatus,Balistidae,30
Rhinecanthus_aculeatus,RH_AC_MO_03_16_004,105.9,33.2721,17.3831,36.03,10.27,3.807682148,Moorea,nectar_Parravicini,Rhinecanthus aculeatus,Balistidae,30
Rhinecanthus_aculeatus,RH_AC_MO_03_16_005,103.5,35.6222,16.8119,31.88,8,4.756750987,Moorea,nectar_Parravicini,Rhinecanthus aculeatus,Balistidae,30
Rhinecanthus_aculeatus,RH_AC_MO_03_16_006,33.4,9.2101,12.0359,35.03,10.3,4.454507157,Moorea,nectar_Parravicini,Rhinecanthus aculeatus,Balistidae,30
Rhinecanthus_aculeatus,RH_AC_MO_03_16_007/008/009/010,1.525,0.3772,3.910325,29.43,8.83,4.978851993,Moorea,nectar_Parravicini,Rhinecanthus aculeatus,Balistidae,30
Sargocentron_microstoma,SA_MI_MO_03_16_001,114,41.4199,18.2467,33.75,7.66,3.476289818,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_002,86,29.9755,17.4672,36.68,8.73,4.568614023,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_003,81,27.1446,17.8864,31.69,8.24,4.8036814,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_004,109,39.9094,18.4991,40.77,10.14,3.623396046,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_005,104,34.6124,16.8888,30.62,8.61,4.70395228,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_006,97,32.9428,18.0119,29.37,7.82,4.658454392,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_007,82,25.4052,17.0095,29.18,8.79,4.841556739,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_008,150,59.597,20.3989,47.17,7.29,3.040827157,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_009,101,34.734,19.6422,35.93,7.81,4.767161333,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_010,107,36.2966,17.3338,34.02,7.34,4.604622007,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_011,73,22.8406,19.5381,29.2,8.27,4.762868112,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_012,76,22.4333,17.3583,27.32,7.6,4.576815343,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
Sargocentron_microstoma,SA_MI_MO_03_16_013,93,30.0126,17.4641,34.25,9.26,4.370040924,Moorea,nectar_Parravicini,Sargocentron microstoma,Holocentridae,20
